"customer_key","customer_number","customer_name","age","age_group","customer_group","total_orders","total_sales","total_quantity","total_products","last_order","lifespan_month","recency","avg_order_value","avg_monthly_spend"
8022,AW00019021,Melissa Russell,61,Above 50,NEW,1,615,4,4,"2013-03-18",0,145,615.0000,615
8023,AW00019022,Samantha Wood,56,Above 50,NEW,1,70,1,1,"2013-10-01",0,138,70.0000,70
8024,AW00019023,Arianna Powell,67,Above 50,NEW,1,580,3,3,"2013-03-08",0,145,580.0000,580
8025,AW00019024,Dalton Russell,67,Above 50,NEW,1,700,4,4,"2013-03-25",0,145,700.0000,700
8026,AW00019025,Aaron Roberts,66,Above 50,NEW,1,120,2,2,"2013-03-14",0,145,120.0000,120
8027,AW00019026,Logan Hayes,66,Above 50,NEW,2,113,5,5,"2013-11-20",9,137,56.5000,12.5556
8028,AW00019027,Mayra Madan,62,Above 50,REGULAR,2,3029,3,3,"2013-10-02",21,138,1514.5000,144.2381
8029,AW00019028,Cedric Wang,56,Above 50,REGULAR,2,3063,5,5,"2013-10-13",22,138,1531.5000,139.2273
8030,AW00019029,Alicia Andersen,62,Above 50,REGULAR,2,3339,4,4,"2013-09-10",15,139,1669.5000,222.6000
8031,AW00019030,Marco Arun,51,Above 50,REGULAR,2,3310,4,4,"2013-09-20",14,139,1655.0000,236.4286
8032,AW00019031,Regina Perez,62,Above 50,VIP,3,7226,6,5,"2013-12-11",12,136,2408.6667,602.1667
8033,AW00019032,Katrina Andersen,62,Above 50,VIP,3,6939,7,7,"2013-12-13",12,136,2313.0000,578.2500
8034,AW00019033,Omar Lin,63,Above 50,REGULAR,2,3139,5,5,"2013-10-25",23,138,1569.5000,136.4783
8035,AW00019034,Tabitha Diaz,63,Above 50,REGULAR,2,3322,3,3,"2013-09-21",15,139,1661.0000,221.4667
8036,AW00019035,Stanley Schmidt,63,Above 50,REGULAR,2,3320,2,2,"2013-10-21",15,138,1660.0000,221.3333
8037,AW00019036,Allen Rana,64,Above 50,NEW,2,4763,2,2,"2013-10-10",10,138,2381.5000,476.3000
8038,AW00019037,Marshall Chen,64,Above 50,NEW,2,4858,3,3,"2013-10-04",10,138,2429.0000,485.8000
8039,AW00019038,Joe Patel,65,Above 50,REGULAR,2,3318,5,5,"2013-10-02",14,138,1659.0000,237.0000
8040,AW00019039,Melvin Pal,75,Above 50,NEW,1,7,2,2,"2013-07-16",0,141,7.0000,7
8041,AW00019040,Eugene Sun,75,Above 50,REGULAR,2,3310,4,4,"2013-09-30",14,139,1655.0000,236.4286
8042,AW00019041,Autumn Zheng,74,Above 50,REGULAR,2,3089,4,4,"2013-10-10",22,138,1544.5000,140.4091
8043,AW00019042,Ronnie Cai,68,Above 50,NEW,1,65,3,3,"2013-08-22",0,140,65.0000,65
8044,AW00019043,Jessica Jones,74,Above 50,NEW,1,25,1,1,"2014-01-20",0,135,25.0000,25
8045,AW00019044,Cesar Rana,74,Above 50,NEW,1,30,2,2,"2013-11-10",0,137,30.0000,30
8046,AW00019045,Ross Rodriguez,73,Above 50,NEW,1,49,3,3,"2013-05-27",0,143,49.0000,49
8047,AW00019046,Shawna Raje,73,Above 50,REGULAR,2,3320,2,2,"2013-10-17",13,138,1660.0000,255.3846
8048,AW00019047,Sydney Walker,73,Above 50,NEW,1,72,4,4,"2013-04-05",0,144,72.0000,72
8049,AW00019048,Bryant Raman,73,Above 50,NEW,2,4765,3,3,"2013-11-18",11,137,2382.5000,433.1818
8050,AW00019049,Craig Gutierrez,73,Above 50,NEW,2,4838,6,6,"2013-11-01",10,137,2419.0000,483.8000
8051,AW00019050,Joel Chapman,60,Above 50,NEW,1,57,2,2,"2013-10-05",0,138,57.0000,57
8052,AW00019051,Taylor Henderson,65,Above 50,REGULAR,2,3105,4,4,"2013-10-21",23,138,1552.5000,135.0000
8053,AW00019052,Kristi Kapoor,65,Above 50,REGULAR,2,3140,4,4,"2013-10-27",22,138,1570.0000,142.7273
8054,AW00019053,Gerald Jordan,65,Above 50,NEW,1,25,1,1,"2013-12-13",0,136,25.0000,25
8055,AW00019054,Arthur Alonso,65,Above 50,NEW,1,22,1,1,"2013-12-09",0,136,22.0000,22
8056,AW00019055,Garrett Bailey,65,Above 50,NEW,1,46,4,4,"2013-12-10",0,136,46.0000,46
8057,AW00019056,Carla Van,66,Above 50,NEW,1,38,3,3,"2013-02-18",0,146,38.0000,38
8058,AW00019057,Joanna Ramos,60,Above 50,REGULAR,2,3322,3,3,"2013-10-06",13,138,1661.0000,255.5385
8059,AW00019058,Shawn Goel,66,Above 50,NEW,2,4525,5,5,"2013-11-18",11,137,2262.5000,411.3636
8060,AW00019059,George Rodriguez,66,Above 50,NEW,1,86,2,2,"2014-01-14",0,135,86.0000,86
8061,AW00019060,Stephanie Stone,66,Above 50,NEW,1,30,2,2,"2013-03-13",0,145,30.0000,30
8062,AW00019061,Heather Gao,67,Above 50,NEW,1,65,3,3,"2013-08-09",0,140,65.0000,65
8063,AW00019062,Erica Zhou,67,Above 50,NEW,1,80,5,5,"2013-07-26",0,141,80.0000,80
8064,AW00019063,Gabrielle Kelly,66,Above 50,NEW,1,65,3,3,"2014-01-18",0,135,65.0000,65
8065,AW00019064,Veronica Madan,66,Above 50,NEW,1,32,3,3,"2013-03-25",0,145,32.0000,32
8066,AW00019065,Michele Arun,67,Above 50,REGULAR,2,3295,2,2,"2013-10-02",13,138,1647.5000,253.4615
8067,AW00019066,Dylan Sharma,67,Above 50,NEW,1,85,3,3,"2013-10-01",0,138,85.0000,85
8068,AW00019067,Misty Luo,68,Above 50,REGULAR,2,3381,4,4,"2013-10-04",13,138,1690.5000,260.0769
8069,AW00019068,Alma Son,68,Above 50,NEW,1,65,3,3,"2013-08-05",0,140,65.0000,65
8070,AW00019069,Thomas Hall,63,Above 50,REGULAR,2,3113,3,3,"2013-10-14",21,138,1556.5000,148.2381
8071,AW00019070,Kristopher Garcia,69,Above 50,NEW,2,4748,3,3,"2013-11-16",11,137,2374.0000,431.6364
8072,AW00019071,Joe Jimenez,69,Above 50,NEW,1,116,4,4,"2013-05-03",0,143,116.0000,116
8073,AW00019072,Tamara Lu,65,Above 50,NEW,1,49,3,3,"2014-01-28",0,135,49.0000,49
8074,AW00019073,Lolan Song,70,Above 50,NEW,2,4760,3,3,"2013-11-27",11,137,2380.0000,432.7273
8075,AW00019074,Colleen Shen,71,Above 50,NEW,1,30,2,2,"2013-09-23",0,139,30.0000,30
8076,AW00019075,Brent Wu,71,Above 50,NEW,1,65,3,3,"2013-04-27",0,144,65.0000,65
8077,AW00019076,Jaclyn Pal,71,Above 50,REGULAR,2,3178,5,5,"2013-10-13",20,138,1589.0000,158.9000
8078,AW00019077,Pedro Prasad,71,Above 50,NEW,1,40,2,2,"2013-06-14",0,142,40.0000,40
8079,AW00019078,Misty She,72,Above 50,NEW,1,32,3,3,"2013-03-22",0,145,32.0000,32
8080,AW00019079,Brett Lopez,72,Above 50,NEW,1,25,1,1,"2013-08-09",0,140,25.0000,25
8081,AW00019080,Ross Vance,72,Above 50,NEW,1,30,2,2,"2013-02-07",0,146,30.0000,30
8082,AW00019081,Leslie Rubio,72,Above 50,NEW,1,32,3,3,"2013-11-06",0,137,32.0000,32
8083,AW00019082,Alvin Zhang,72,Above 50,NEW,1,40,2,2,"2013-07-04",0,141,40.0000,40
8084,AW00019083,Steven Rivera,44,"40-49",VIP,2,6021,2,2,"2013-04-11",21,144,3010.5000,286.7143
8085,AW00019084,Colleen Raje,43,"40-49",VIP,2,6093,5,5,"2013-04-06",21,144,3046.5000,290.1429
8086,AW00019085,Shawna Kumar,43,"40-49",NEW,2,78,3,3,"2013-08-10",1,140,39.0000,78.0000
8087,AW00019086,Tommy Chander,43,"40-49",NEW,2,78,3,3,"2014-01-23",11,135,39.0000,7.0909
8088,AW00019087,Erica Gao,44,"40-49",NEW,2,47,5,5,"2013-02-06",0,146,23.5000,47
8089,AW00019088,Rafael Kumar,44,"40-49",NEW,2,24,2,2,"2013-11-05",9,137,12.0000,2.6667
8090,AW00019089,Regina Arthur,44,"40-49",VIP,2,6093,5,5,"2013-04-23",22,144,3046.5000,276.9545
8091,AW00019090,Marshall Chander,45,"40-49",NEW,2,59,3,3,"2013-11-14",9,137,29.5000,6.5556
8092,AW00019091,Warren Yuan,46,"40-49",NEW,2,24,2,2,"2014-01-01",7,135,12.0000,3.4286
8093,AW00019092,Eric Gonzalez,45,"40-49",NEW,2,78,3,3,"2013-11-16",2,137,39.0000,39.0000
8094,AW00019093,Tara Ashe,44,"40-49",VIP,2,6035,4,4,"2013-03-31",21,144,3017.5000,287.3810
8095,AW00019094,Todd Yang,46,"40-49",VIP,2,6021,2,2,"2013-04-03",21,144,3010.5000,286.7143
8096,AW00019095,Meredith Martinez,45,"40-49",VIP,2,6056,3,3,"2013-04-09",20,144,3028.0000,302.8000
8097,AW00019096,Douglas Suri,47,"40-49",VIP,2,6090,5,5,"2013-04-25",21,144,3045.0000,290.0000
8098,AW00019097,Mindy Pal,48,"40-49",NEW,2,24,2,2,"2013-09-21",3,139,12.0000,8.0000
8099,AW00019098,Xavier Evans,47,"40-49",NEW,2,122,5,5,"2013-12-12",5,136,61.0000,24.4000
8100,AW00019099,Sheena Deng,46,"40-49",VIP,2,6038,4,4,"2013-04-18",20,144,3019.0000,301.9000
8101,AW00019100,Bradley Rai,42,"40-49",NEW,2,79,3,3,"2013-12-26",5,136,39.5000,15.8000
8102,AW00019101,Susan Cai,43,"40-49",NEW,2,104,7,7,"2013-10-11",3,138,52.0000,34.6667
8103,AW00019102,Claudia Ye,49,"40-49",VIP,2,6029,3,3,"2013-04-28",21,144,3014.5000,287.0952
8104,AW00019103,Johnathan Raman,49,"40-49",NEW,2,64,4,4,"2013-08-27",6,140,32.0000,10.6667
8105,AW00019104,Mariah James,43,"40-49",NEW,2,100,5,5,"2014-01-20",6,135,50.0000,16.6667
8106,AW00019105,Stacy Dominguez,48,"40-49",VIP,2,6056,3,3,"2013-04-26",21,144,3028.0000,288.3810
8107,AW00019106,Terrance Sai,43,"40-49",NEW,2,65,4,4,"2013-05-12",2,143,32.5000,32.5000
8108,AW00019107,Franklin Liu,49,"40-49",NEW,1,70,1,1,"2013-05-10",0,143,70.0000,70
8109,AW00019108,Haley Stewart,42,"40-49",NEW,1,1701,1,1,"2013-12-08",0,136,1701.0000,1701
8110,AW00019109,Jade Brooks,47,"40-49",NEW,1,1728,3,3,"2013-12-15",0,136,1728.0000,1728
8111,AW00019110,Jesse Kelly,47,"40-49",NEW,1,605,4,4,"2013-03-02",0,145,605.0000,605
8112,AW00019111,Mariah Kelly,47,"40-49",NEW,1,610,5,5,"2013-04-06",0,144,610.0000,610
8113,AW00019112,Victoria Hughes,49,"40-49",NEW,1,1765,4,4,"2013-12-27",0,136,1765.0000,1765
8114,AW00019113,Aaron Patterson,49,"40-49",NEW,1,1184,4,4,"2013-06-22",0,142,1184.0000,1184
8115,AW00019114,Natalie Richardson,49,"40-49",NEW,1,1736,2,2,"2013-12-24",0,136,1736.0000,1736
8116,AW00019115,Bailey Sanchez,50,Above 50,NEW,1,148,3,3,"2013-11-06",0,137,148.0000,148
8117,AW00019116,Logan Alexander,45,"40-49",NEW,1,1183,3,3,"2013-06-02",0,142,1183.0000,1183
8118,AW00019117,Kaitlyn Coleman,38,"30-39",NEW,1,1751,2,2,"2013-12-18",0,136,1751.0000,1751
8119,AW00019118,Ian Thomas,48,"40-49",NEW,1,1120,1,1,"2013-06-05",0,142,1120.0000,1120
8120,AW00019119,Connor Simmons,43,"40-49",NEW,1,1765,4,4,"2013-12-14",0,136,1765.0000,1765
8121,AW00019120,Caleb Sharma,48,"40-49",NEW,1,1730,3,3,"2013-12-12",0,136,1730.0000,1730
8122,AW00019121,Kaitlyn Blue,47,"40-49",NEW,1,657,5,5,"2013-04-03",0,144,657.0000,657
8123,AW00019122,Abigail Hughes,48,"40-49",NEW,1,589,4,4,"2013-04-03",0,144,589.0000,589
8124,AW00019123,Emma Washington,44,"40-49",NEW,1,1170,2,2,"2013-06-29",0,142,1170.0000,1170
8125,AW00019124,Cody Bailey,50,Above 50,NEW,1,1755,2,2,"2013-12-24",0,136,1755.0000,1755
8126,AW00019125,Cameron Russell,52,Above 50,NEW,1,1736,2,2,"2013-12-01",0,136,1736.0000,1736
8127,AW00019126,Kristopher Kapoor,43,"40-49",NEW,1,70,1,1,"2013-09-26",0,139,70.0000,70
8128,AW00019127,Alexa Sanchez,49,"40-49",NEW,1,580,3,3,"2013-04-17",0,144,580.0000,580
8129,AW00019128,Madison Jackson,44,"40-49",NEW,1,643,5,5,"2013-04-13",0,144,643.0000,643
8130,AW00019129,Carson Simmons,49,"40-49",NEW,1,639,5,5,"2013-04-03",0,144,639.0000,639
8131,AW00019130,Madeline Baker,43,"40-49",NEW,1,665,5,5,"2013-05-04",0,143,665.0000,665
8132,AW00019131,Mason Blue,46,"40-49",NEW,1,1725,2,2,"2013-12-12",0,136,1725.0000,1725
8133,AW00019132,Benjamin Washington,52,Above 50,NEW,1,70,1,1,"2013-12-20",0,136,70.0000,70
8134,AW00019133,Logan Martinez,46,"40-49",NEW,1,1701,1,1,"2013-12-11",0,136,1701.0000,1701
8135,AW00019134,Sierra Allen,52,Above 50,NEW,1,70,1,1,"2013-08-24",0,140,70.0000,70
8136,AW00019135,Logan Brown,48,"40-49",NEW,1,70,1,1,"2013-04-06",0,144,70.0000,70
8137,AW00019136,Richard Cook,53,Above 50,NEW,1,79,2,2,"2013-05-03",0,143,79.0000,79
8138,AW00019137,Eric Russell,48,"40-49",NEW,1,1736,2,2,"2013-12-12",0,136,1736.0000,1736
8139,AW00019138,Eric Coleman,53,Above 50,NEW,1,70,1,1,"2013-11-30",0,137,70.0000,70
8140,AW00019139,Oscar Simmons,42,"40-49",NEW,1,70,1,1,"2013-05-21",0,143,70.0000,70
8141,AW00019140,Melanie Rogers,53,Above 50,NEW,1,565,2,2,"2013-05-10",0,143,565.0000,565
8142,AW00019141,Samuel Martinez,53,Above 50,NEW,1,580,3,3,"2013-05-02",0,143,580.0000,580
8143,AW00019142,Dalton Washington,52,Above 50,NEW,1,619,2,2,"2013-05-17",0,143,619.0000,619
8144,AW00019143,Lauren Long,54,Above 50,NEW,1,605,5,5,"2013-05-21",0,143,605.0000,605
8145,AW00019144,Edwin He,48,"40-49",NEW,1,615,4,4,"2013-05-21",0,143,615.0000,615
8146,AW00019145,Adriana Malhotra,54,Above 50,NEW,1,134,2,2,"2013-09-20",0,139,134.0000,134
8147,AW00019146,Mariah Morgan,48,"40-49",NEW,1,1765,4,4,"2013-12-25",0,136,1765.0000,1765
8148,AW00019147,Edward Thomas,50,Above 50,NEW,2,133,8,8,"2013-10-01",4,138,66.5000,33.2500
8149,AW00019148,Cody Ramirez,49,"40-49",NEW,1,1751,2,2,"2013-12-14",0,136,1751.0000,1751
8150,AW00019149,Sean Parker,44,"40-49",NEW,1,124,2,2,"2013-07-08",0,141,124.0000,124
8151,AW00019150,Maria Bailey,39,"30-39",NEW,2,66,4,4,"2014-01-07",4,135,33.0000,16.5000
8152,AW00019151,Ian Cooper,55,Above 50,NEW,1,70,1,1,"2013-09-28",0,139,70.0000,70
8153,AW00019152,Jonathan Walker,55,Above 50,NEW,1,79,2,2,"2013-04-07",0,144,79.0000,79
8154,AW00019153,Dylan Griffin,50,Above 50,NEW,1,70,1,1,"2013-06-02",0,142,70.0000,70
8155,AW00019154,William Sotelo,44,"40-49",NEW,1,70,1,1,"2013-12-21",0,136,70.0000,70
8156,AW00019155,Caroline Flores,55,Above 50,NEW,1,79,2,2,"2013-05-05",0,143,79.0000,79
8157,AW00019156,Julia Jenkins,55,Above 50,NEW,1,1728,3,3,"2013-12-08",0,136,1728.0000,1728
8158,AW00019157,Eduardo Thompson,54,Above 50,NEW,1,1701,1,1,"2013-12-26",0,136,1701.0000,1701
8159,AW00019158,Destiny Griffin,50,Above 50,NEW,1,1736,2,2,"2013-12-12",0,136,1736.0000,1736
8160,AW00019159,Richard Gonzalez,55,Above 50,NEW,1,1120,1,1,"2013-01-13",0,147,1120.0000,1120
8161,AW00019160,Sara Perez,56,Above 50,NEW,1,1183,3,3,"2013-01-19",0,147,1183.0000,1183
8162,AW00019161,Jeremiah Hughes,56,Above 50,NEW,1,585,5,5,"2013-05-01",0,143,585.0000,585
8163,AW00019162,Peter Raji,55,Above 50,NEW,1,564,4,4,"2013-04-30",0,144,564.0000,564
8164,AW00019163,Riley Bailey,45,"40-49",NEW,1,540,1,1,"2013-05-24",0,143,540.0000,540
8165,AW00019164,Danielle Morgan,51,Above 50,NEW,1,630,4,4,"2013-05-17",0,143,630.0000,630
8166,AW00019165,Miranda Russell,51,Above 50,NEW,1,634,4,4,"2013-05-29",0,143,634.0000,634
8167,AW00019166,Olivia Jenkins,45,"40-49",NEW,1,70,1,1,"2013-09-13",0,139,70.0000,70
8168,AW00019167,Caitlin Morgan,45,"40-49",NEW,1,1120,1,1,"2013-01-01",0,147,1120.0000,1120
8169,AW00019168,Nathan Kumar,56,Above 50,NEW,1,120,2,2,"2013-02-03",0,146,120.0000,120
8170,AW00019169,Arianna Bryant,55,Above 50,NEW,1,1170,2,2,"2013-01-25",0,147,1170.0000,1170
8171,AW00019170,Luis Campbell,55,Above 50,NEW,1,1151,4,4,"2013-01-16",0,147,1151.0000,1151
8172,AW00019171,Melanie Torres,56,Above 50,NEW,1,1174,2,2,"2013-01-11",0,147,1174.0000,1174
8173,AW00019172,Calvin Luo,40,"40-49",REGULAR,2,1609,4,4,"2013-06-06",17,142,804.5000,94.6471
8174,AW00019173,Kelli Lal,45,"40-49",REGULAR,2,1594,3,3,"2013-07-21",18,141,797.0000,88.5556
8175,AW00019174,Katelyn Howard,45,"40-49",REGULAR,2,2484,2,2,"2013-11-21",20,137,1242.0000,124.2000
8176,AW00019175,Wayne Sharma,47,"40-49",NEW,1,25,1,1,"2013-07-17",0,141,25.0000,25
8177,AW00019176,Ebony Vazquez,47,"40-49",NEW,1,64,3,3,"2013-11-27",0,137,64.0000,64
8178,AW00019177,Donna Chander,46,"40-49",NEW,1,39,2,2,"2013-02-20",0,146,39.0000,39
8179,AW00019178,Sarah Miller,47,"40-49",NEW,1,25,1,1,"2013-04-20",0,144,25.0000,25
8180,AW00019179,Gloria Sanz,47,"40-49",NEW,1,13,2,2,"2013-11-06",0,137,13.0000,13
8181,AW00019180,Joan Navarro,47,"40-49",NEW,1,40,2,2,"2013-10-05",0,138,40.0000,40
8182,AW00019181,Chad Pal,47,"40-49",REGULAR,2,2519,3,3,"2013-11-17",21,137,1259.5000,119.9524
8183,AW00019182,Lance Dominguez,41,"40-49",NEW,1,40,2,2,"2013-03-21",0,145,40.0000,40
8184,AW00019183,Edwin Raje,48,"40-49",NEW,1,49,3,3,"2013-09-07",0,139,49.0000,49
8185,AW00019184,Emily Hayes,42,"40-49",NEW,1,25,1,1,"2013-04-08",0,144,25.0000,25
8186,AW00019185,Jacqueline Bradley,47,"40-49",NEW,1,59,2,2,"2013-02-15",0,146,59.0000,59
8187,AW00019186,Bob Garcia,43,"40-49",REGULAR,2,1562,3,3,"2013-10-28",22,138,781.0000,71.0000
8188,AW00019187,Karl Pal,48,"40-49",NEW,1,147,3,3,"2013-10-15",0,138,147.0000,147
8189,AW00019188,Dalton Anderson,48,"40-49",REGULAR,2,2732,5,5,"2013-11-20",14,137,1366.0000,195.1429
8190,AW00019189,Morgan Price,48,"40-49",NEW,1,29,2,2,"2013-05-25",0,143,29.0000,29
8191,AW00019190,Carl Shen,48,"40-49",NEW,1,27,2,2,"2013-09-07",0,139,27.0000,27
8192,AW00019191,Keith Chande,48,"40-49",NEW,1,75,2,2,"2013-06-08",0,142,75.0000,75
8193,AW00019192,Erika Ruiz,49,"40-49",REGULAR,2,1682,4,4,"2013-09-21",19,139,841.0000,88.5263
8194,AW00019193,Omar Lal,48,"40-49",REGULAR,2,1609,5,5,"2013-10-13",20,138,804.5000,80.4500
8195,AW00019194,Cesar Garcia,49,"40-49",REGULAR,2,1589,5,5,"2013-06-14",15,142,794.5000,105.9333
8196,AW00019195,Darren Romero,43,"40-49",REGULAR,2,1637,6,6,"2013-10-26",21,138,818.5000,77.9524
8197,AW00019196,April She,43,"40-49",REGULAR,3,4657,7,7,"2013-11-09",14,137,1552.3333,332.6429
8198,AW00019197,Briana Sandoval,48,"40-49",REGULAR,3,4609,7,7,"2013-11-15",13,137,1536.3333,354.5385
8199,AW00019198,Melissa Brooks,38,"30-39",NEW,1,1155,2,2,"2013-01-16",0,147,1155.0000,1155
8200,AW00019199,David Williams,44,"40-49",NEW,1,1134,3,3,"2013-01-24",0,147,1134.0000,1134
8201,AW00019200,Luke Henderson,53,Above 50,NEW,2,109,5,5,"2013-12-29",2,136,54.5000,54.5000
8202,AW00019201,Charles Brooks,53,Above 50,NEW,1,1120,1,1,"2013-01-27",0,147,1120.0000,1120
8203,AW00019202,Brianna Lee,53,Above 50,NEW,1,1170,2,2,"2013-01-15",0,147,1170.0000,1170
8204,AW00019203,Darren Navarro,66,Above 50,NEW,1,540,1,1,"2013-09-18",0,139,540.0000,540
8205,AW00019204,Sydney Evans,66,Above 50,NEW,1,540,1,1,"2013-10-15",0,138,540.0000,540
8206,AW00019205,James Perry,60,Above 50,NEW,1,1250,2,2,"2013-12-14",0,136,1250.0000,1250
8207,AW00019206,Destiny Cooper,50,Above 50,NEW,1,554,3,3,"2013-10-09",0,138,554.0000,554
8208,AW00019207,Jeremiah Turner,54,Above 50,NEW,1,791,4,4,"2013-05-17",0,143,791.0000,791
8209,AW00019208,Angelica Diaz,65,Above 50,NEW,1,99,4,4,"2013-07-09",0,141,99.0000,99
8210,AW00019209,Alexandra Nelson,65,Above 50,NEW,1,575,2,2,"2013-10-24",0,138,575.0000,575
8211,AW00019210,Alexis Price,59,Above 50,NEW,1,5,1,1,"2013-12-17",0,136,5.0000,5
8212,AW00019211,Anna Lee,65,Above 50,NEW,1,1120,1,1,"2013-01-24",0,147,1120.0000,1120
8213,AW00019212,Brianna Clark,59,Above 50,NEW,1,1174,2,2,"2013-01-12",0,147,1174.0000,1174
8214,AW00019213,Amanda Simmons,64,Above 50,NEW,1,1155,2,2,"2013-01-19",0,147,1155.0000,1155
8215,AW00019214,Cassidy Powell,63,Above 50,NEW,1,5,1,1,"2013-03-08",0,145,5.0000,5
8216,AW00019215,Edward Hall,57,Above 50,NEW,1,124,3,3,"2013-10-26",0,138,124.0000,124
8217,AW00019216,Gabriel Lopez,63,Above 50,NEW,1,55,2,2,"2013-04-29",0,144,55.0000,55
8218,AW00019217,Jose Nelson,52,Above 50,NEW,3,185,8,8,"2013-11-28",9,137,61.6667,20.5556
8219,AW00019218,Nathaniel Brooks,63,Above 50,NEW,1,133,3,3,"2013-03-11",0,145,133.0000,133
8220,AW00019219,Mary Peterson,62,Above 50,NEW,1,79,2,2,"2013-04-22",0,144,79.0000,79
8221,AW00019220,Mariah Sanchez,62,Above 50,NEW,3,97,8,6,"2014-01-13",11,135,32.3333,8.8182
8222,AW00019221,Kaitlyn Williams,62,Above 50,NEW,1,60,2,2,"2013-11-18",0,137,60.0000,60
8223,AW00019222,Jordan Hall,57,Above 50,NEW,1,55,2,2,"2013-12-12",0,136,55.0000,55
8224,AW00019223,Jacqueline Cook,50,Above 50,NEW,3,84,6,5,"2013-12-31",10,135,28.0000,8.4000
8225,AW00019224,Stephanie Henderson,62,Above 50,NEW,3,352,9,8,"2013-11-01",5,137,117.3333,70.4000
8226,AW00019225,Jeremy Watson,62,Above 50,NEW,1,1219,3,3,"2012-12-31",0,147,1219.0000,1219
8227,AW00019226,Neil Carlson,44,"40-49",NEW,1,120,2,2,"2014-01-23",0,135,120.0000,120
8228,AW00019227,Logan Nelson,55,Above 50,NEW,1,70,1,1,"2013-03-13",0,145,70.0000,70
8229,AW00019228,Morgan Ramirez,61,Above 50,NEW,1,124,2,2,"2013-09-20",0,139,124.0000,124
8230,AW00019229,David Robinson,61,Above 50,NEW,1,124,2,2,"2013-10-27",0,138,124.0000,124
8231,AW00019230,Joy Moreno,61,Above 50,NEW,1,79,2,2,"2013-12-21",0,136,79.0000,79
8232,AW00019231,Meghan Gill,56,Above 50,NEW,1,70,1,1,"2013-06-28",0,142,70.0000,70
8233,AW00019232,Candice Chow,54,Above 50,NEW,2,61,3,3,"2013-10-31",5,137,30.5000,12.2000
8234,AW00019233,Omar Andersen,54,Above 50,NEW,1,70,1,1,"2013-04-09",0,144,70.0000,70
8235,AW00019234,Micah Zheng,41,"40-49",NEW,1,120,2,2,"2013-12-11",0,136,120.0000,120
8236,AW00019235,Kayla Bennett,47,"40-49",NEW,1,120,2,2,"2013-10-14",0,138,120.0000,120
8237,AW00019236,Chloe Phillips,47,"40-49",NEW,1,120,2,2,"2013-12-19",0,136,120.0000,120
8238,AW00019237,Kristy Gomez,46,"40-49",NEW,1,70,1,1,"2013-12-01",0,136,70.0000,70
8239,AW00019238,Isabella West,41,"40-49",NEW,1,70,1,1,"2013-05-13",0,143,70.0000,70
8240,AW00019239,Jeremy Alexander,46,"40-49",NEW,1,79,2,2,"2013-12-20",0,136,79.0000,79
8241,AW00019240,Theresa Jimenez,46,"40-49",NEW,1,1155,2,2,"2013-01-21",0,147,1155.0000,1155
8242,AW00019241,Diane Dominguez,46,"40-49",NEW,1,148,3,3,"2013-02-15",0,146,148.0000,148
8243,AW00019242,Devin Baker,45,"40-49",NEW,1,70,1,1,"2013-04-28",0,144,70.0000,70
8244,AW00019243,James Thomas,41,"40-49",NEW,1,70,1,1,"2013-06-04",0,142,70.0000,70
8245,AW00019244,Sebastian Ward,40,"40-49",NEW,1,134,2,2,"2013-05-02",0,143,134.0000,134
8246,AW00019245,Isaiah King,43,"40-49",NEW,1,120,2,2,"2013-07-06",0,141,120.0000,120
8247,AW00019246,Carlos Campbell,48,"40-49",NEW,1,70,1,1,"2013-07-10",0,141,70.0000,70
8248,AW00019247,Michele Martinez,45,"40-49",NEW,1,25,1,1,"2013-02-13",0,146,25.0000,25
8249,AW00019248,Sheena Black,46,"40-49",NEW,1,147,3,3,"2013-07-31",0,140,147.0000,147
8250,AW00019249,Chad Andersen,57,Above 50,NEW,1,64,3,3,"2013-08-29",0,140,64.0000,64
8251,AW00019250,Lacey Wu,58,Above 50,NEW,1,31,3,3,"2013-08-03",0,140,31.0000,31
8252,AW00019251,Brett Sai,58,Above 50,NEW,1,27,2,2,"2013-08-06",0,140,27.0000,27
8253,AW00019252,Jasmine Brooks,63,Above 50,NEW,1,95,3,3,"2013-03-30",0,145,95.0000,95
8254,AW00019253,Gabrielle Ross,58,Above 50,REGULAR,2,1540,2,2,"2013-10-20",21,138,770.0000,73.3333
8255,AW00019254,Anibal Sousa,62,Above 50,REGULAR,2,2701,2,2,"2013-11-24",14,137,1350.5000,192.9286
8256,AW00019255,Terrance Sara,64,Above 50,REGULAR,2,2484,2,2,"2013-11-11",21,137,1242.0000,118.2857
8257,AW00019256,Abigail Griffin,59,Above 50,REGULAR,2,2519,3,3,"2013-11-16",20,137,1259.5000,125.9500
8258,AW00019257,Dana Jim├®nez,60,Above 50,REGULAR,2,2739,5,5,"2013-10-29",12,138,1369.5000,228.2500
8259,AW00019258,Douglas Mehta,48,"40-49",REGULAR,2,1574,3,3,"2013-11-08",21,137,787.0000,74.9524
8260,AW00019259,Barbara Lin,82,Above 50,NEW,1,29,2,2,"2013-04-23",0,144,29.0000,29
8261,AW00019260,Latoya Sharma,80,Above 50,REGULAR,2,1592,4,4,"2013-11-18",21,137,796.0000,75.8095
8262,AW00019261,Heather Wu,79,Above 50,NEW,1,83,3,3,"2013-09-11",0,139,83.0000,83
8263,AW00019262,Kari Sanchez,76,Above 50,NEW,1,25,1,1,"2013-02-12",0,146,25.0000,25
